shape,rate,shift,llh.missing,llh.all
19.0625,1.96875,10.125,-207.503221628972,-207.503221628972
19.6875,1.90625,10.125,-205.642046752008,-205.642046752008
19.6875,1.90625,10.375,-205.983385433883,-205.983385433883
19.6875,1.96875,10.125,-206.346097431073,-206.346097431073
19.6875,1.96875,10.375,-207.12593364417,-207.12593364417
19.0625,1.90625,10.625,-208.231019589166,-208.231019589166
19.6875,1.90625,10.625,-206.697686154908,-206.697686154908
19.6875,1.90625,10.875,-207.762025475716,-207.762025475716
19.6875,1.96875,10.625,-208.263846844115,-208.263846844115
19.0625,1.78125,11.125,-207.089839124871,-207.089839124871
19.6875,1.78125,11.125,-205.78668576735,-205.78668576735
19.6875,1.78125,11.375,-206.623492973255,-206.623492973255
19.6875,1.84375,11.125,-207.208449576345,-207.208449576345
19.6875,1.78125,11.625,-207.778238055716,-207.778238055716
15.9375,2.03125,7.625,-208.231215858457,-208.231215858457
15.9375,2.03125,7.875,-207.993921468953,-207.993921468953
16.5625,2.03125,7.875,-207.879637869693,-207.879637869693
16.5625,2.09375,7.875,-208.095639857457,-208.095639857457
17.1875,2.09375,7.875,-208.136799222205,-208.136799222205
17.1875,2.15625,7.875,-208.242149049264,-208.242149049264
15.9375,2.03125,8.125,-208.257055326627,-208.257055326627
16.5625,2.03125,8.125,-207.615906179405,-207.615906179405
16.5625,2.03125,8.375,-207.842183023774,-207.842183023774
16.5625,2.09375,8.125,-208.216166441967,-208.216166441967
17.1875,2.03125,8.125,-207.572249131848,-207.572249131848
17.1875,2.03125,8.375,-207.277776869103,-207.277776869103
17.1875,2.09375,8.125,-207.732954508658,-207.732954508658
17.1875,2.09375,8.375,-207.833419673265,-207.833419673265
17.1875,2.03125,8.625,-207.463958547191,-207.463958547191
17.1875,2.03125,8.875,-208.095039981847,-208.095039981847
17.1875,2.15625,8.125,-208.222145789264,-208.222145789264
17.8125,2.03125,8.125,-208.142829108402,-208.142829108402
17.8125,2.03125,8.375,-207.305220985915,-207.305220985915
17.8125,2.09375,8.125,-207.823977193097,-207.823977193097
17.8125,2.09375,8.375,-207.406864250301,-207.406864250301
18.4375,2.03125,8.375,-207.940467300035,-207.940467300035
18.4375,2.09375,8.375,-207.548668534114,-207.548668534114
17.8125,2.03125,8.625,-206.976477428178,-206.976477428178
17.8125,2.03125,8.875,-207.119915655156,-207.119915655156
17.8125,2.09375,8.625,-207.483531932511,-207.483531932511
17.8125,2.09375,8.875,-208.017151627045,-208.017151627045
18.4375,2.03125,8.625,-207.075296539035,-207.075296539035
18.4375,2.03125,8.875,-206.709377556969,-206.709377556969
18.4375,2.09375,8.625,-207.114203435273,-207.114203435273
18.4375,2.09375,8.875,-207.163969342769,-207.163969342769
17.8125,2.15625,8.125,-207.885261343701,-207.885261343701
17.8125,2.15625,8.375,-207.86180927226,-207.86180927226
17.8125,2.21875,8.125,-208.270174810011,-208.270174810011
18.4375,2.15625,8.125,-208.100962220098,-208.100962220098
18.4375,2.15625,8.375,-207.563011311549,-207.563011311549
18.4375,2.21875,8.125,-208.069143721955,-208.069143721955
18.4375,2.21875,8.375,-207.923572192684,-207.923572192684
17.8125,2.15625,8.625,-208.316750792331,-208.316750792331
18.4375,2.15625,8.625,-207.531839639115,-207.531839639115
18.4375,2.15625,8.875,-207.969546487974,-207.969546487974
18.4375,2.21875,8.625,-208.269280177646,-208.269280177646
19.0625,2.09375,8.375,-208.274030320833,-208.274030320833
19.0625,2.03125,8.625,-207.775620361444,-207.775620361444
19.0625,2.03125,8.875,-206.879679335942,-206.879679335942
19.0625,2.09375,8.625,-207.307492255713,-207.307492255713
19.0625,2.09375,8.875,-206.852264195484,-206.852264195484
19.6875,2.03125,8.875,-207.645320517829,-207.645320517829
19.6875,2.09375,8.625,-208.077943482325,-208.077943482325
19.6875,2.09375,8.875,-207.097560549112,-207.097560549112
19.0625,2.15625,8.375,-207.810720454657,-207.810720454657
19.0625,2.21875,8.375,-207.743420759516,-207.743420759516
19.6875,2.21875,8.375,-208.089400658759,-208.089400658759
19.0625,2.15625,8.625,-207.272081232695,-207.272081232695
19.0625,2.15625,8.875,-207.229597579681,-207.229597579681
19.0625,2.21875,8.625,-207.605997993965,-207.605997993965
19.0625,2.21875,8.875,-207.949260339258,-207.949260339258
19.6875,2.15625,8.625,-207.552917006159,-207.552917006159
19.6875,2.15625,8.875,-207.009645010421,-207.009645010421
19.6875,2.21875,8.625,-207.448055798298,-207.448055798298
19.6875,2.21875,8.875,-207.31467206529,-207.31467206529
17.8125,2.03125,9.125,-207.701573138546,-207.701573138546
18.4375,2.03125,9.125,-206.807906951231,-206.807906951231
18.4375,2.03125,9.375,-207.338532597255,-207.338532597255
18.4375,2.09375,9.125,-207.663004556458,-207.663004556458
18.4375,2.03125,9.625,-208.271089417569,-208.271089417569
19.0625,2.03125,9.125,-206.474193710973,-206.474193710973
19.0625,2.03125,9.375,-206.526047355793,-206.526047355793
19.0625,2.09375,9.125,-206.872542082025,-206.872542082025
19.0625,2.09375,9.375,-207.335040201633,-207.335040201633
19.6875,2.03125,9.125,-206.715947834593,-206.715947834593
19.6875,2.03125,9.375,-206.268927588788,-206.268927588788
19.6875,2.09375,9.125,-206.618710927457,-206.618710927457
19.6875,2.09375,9.375,-206.607342858047,-206.607342858047
19.0625,2.03125,9.625,-207.004346349011,-207.004346349011
19.0625,2.03125,9.875,-207.880191493097,-207.880191493097
19.0625,2.09375,9.625,-208.208720367046,-208.208720367046
19.6875,2.03125,9.625,-206.272669637507,-206.272669637507
19.6875,2.03125,9.875,-206.697608985117,-206.697608985117
19.6875,2.09375,9.625,-207.031686418682,-207.031686418682
19.6875,2.09375,9.875,-207.862020721319,-207.862020721319
19.0625,2.15625,9.125,-207.647310964859,-207.647310964859
19.6875,2.15625,9.125,-206.952814365564,-206.952814365564
19.6875,2.15625,9.375,-207.348208110697,-207.348208110697
19.6875,2.21875,9.125,-207.652296287868,-207.652296287868
19.6875,2.15625,9.625,-208.163917542486,-208.163917542486
19.0625,2.28125,8.125,-208.281368891993,-208.281368891993
19.0625,2.28125,8.375,-208.0153865982,-208.0153865982
19.6875,2.28125,8.375,-207.945632920888,-207.945632920888
19.6875,2.34375,8.375,-208.134322612555,-208.134322612555
19.0625,2.28125,8.625,-208.25345172684,-208.25345172684
19.6875,2.28125,8.625,-207.703467837955,-207.703467837955
19.6875,2.28125,8.875,-207.953679941601,-207.953679941601
19.6875,2.34375,8.625,-208.266258630003,-208.266258630003
20.3125,1.21875,15.125,-206.67332771957,-206.67332771957
20.3125,1.21875,15.375,-206.265887469657,-206.265887469657
20.9375,1.21875,15.375,-207.459500525917,-207.459500525917
20.3125,1.15625,15.625,-208.119190989975,-208.119190989975
20.3125,1.15625,15.875,-207.44148529579,-207.44148529579
20.3125,1.21875,15.625,-206.096271987032,-206.096271987032
20.3125,1.21875,15.875,-206.156196087022,-206.156196087022
20.9375,1.21875,15.625,-206.827855728204,-206.827855728204
20.9375,1.21875,15.875,-206.436307801116,-206.436307801116
21.5625,1.21875,15.875,-207.604025791645,-207.604025791645
20.3125,1.28125,14.125,-206.949378843763,-206.949378843763
20.3125,1.28125,14.375,-206.238744036107,-206.238744036107
20.3125,1.34375,14.125,-205.275398099741,-205.275398099741
20.3125,1.34375,14.375,-205.251625208384,-205.251625208384
20.9375,1.28125,14.375,-207.882883837821,-207.882883837821
20.9375,1.34375,14.125,-206.070696751479,-206.070696751479
20.9375,1.34375,14.375,-205.57905762672,-205.57905762672
20.3125,1.28125,14.625,-205.793494524773,-205.793494524773
20.3125,1.28125,14.875,-205.603813729314,-205.603813729314
20.3125,1.34375,14.625,-205.483235191909,-205.483235191909
20.3125,1.34375,14.875,-205.960193620701,-205.960193620701
20.9375,1.28125,14.625,-206.956104776225,-206.956104776225
20.9375,1.28125,14.875,-206.296583679011,-206.296583679011
20.9375,1.34375,14.625,-205.355192355098,-205.355192355098
20.9375,1.34375,14.875,-205.388901275979,-205.388901275979
20.3125,1.40625,14.125,-205.426175685043,-205.426175685043
20.3125,1.40625,14.375,-206.037788344433,-206.037788344433
20.3125,1.46875,14.125,-207.051109263335,-207.051109263335
20.3125,1.46875,14.375,-208.246346131351,-208.246346131351
20.9375,1.40625,14.125,-205.052507626342,-205.052507626342
20.9375,1.40625,14.375,-205.223310949646,-205.223310949646
20.9375,1.46875,14.125,-205.667621633478,-205.667621633478
20.9375,1.46875,14.375,-206.45028787695,-206.45028787695
20.3125,1.40625,14.625,-206.893641489478,-206.893641489478
20.3125,1.40625,14.875,-207.983485573756,-207.983485573756
20.9375,1.40625,14.625,-205.651260081048,-205.651260081048
20.9375,1.40625,14.875,-206.325936071647,-206.325936071647
20.9375,1.46875,14.625,-207.478401453594,-207.478401453594
21.5625,1.34375,14.125,-207.706119767522,-207.706119767522
21.5625,1.34375,14.375,-206.734443224428,-206.734443224428
21.5625,1.28125,14.875,-207.856218148972,-207.856218148972
21.5625,1.34375,14.625,-206.042664291061,-206.042664291061
21.5625,1.34375,14.875,-205.620420199581,-205.620420199581
22.1875,1.34375,14.625,-207.552198206775,-207.552198206775
22.1875,1.34375,14.875,-206.662291080188,-206.662291080188
21.5625,1.40625,14.125,-205.458054515662,-205.458054515662
21.5625,1.40625,14.375,-205.174522647939,-205.174522647939
21.5625,1.46875,14.125,-205.002102098751,-205.002102098751
21.5625,1.46875,14.375,-205.357435871327,-205.357435871327
22.1875,1.40625,14.125,-206.650923010308,-206.650923010308
22.1875,1.40625,14.375,-205.900524966336,-205.900524966336
22.1875,1.46875,14.125,-205.065805689866,-205.065805689866
22.1875,1.46875,14.375,-204.980038381335,-204.980038381335
21.5625,1.40625,14.625,-205.160777296353,-205.160777296353
21.5625,1.40625,14.875,-205.406234271731,-205.406234271731
21.5625,1.46875,14.625,-205.97134757941,-205.97134757941
21.5625,1.46875,14.875,-206.833033668054,-206.833033668054
22.1875,1.40625,14.625,-205.432292939933,-205.432292939933
22.1875,1.40625,14.875,-205.235480388229,-205.235480388229
22.1875,1.46875,14.625,-205.165724202594,-205.165724202594
22.1875,1.46875,14.875,-205.611893642844,-205.611893642844
20.3125,1.28125,15.125,-205.660245924452,-205.660245924452
20.3125,1.28125,15.375,-205.953674707656,-205.953674707656
20.3125,1.34375,15.125,-206.672828768113,-206.672828768113
20.3125,1.34375,15.375,-207.611810423131,-207.611810423131
20.9375,1.28125,15.125,-205.894708688974,-205.894708688974
20.9375,1.28125,15.375,-205.74121509667,-205.74121509667
20.9375,1.34375,15.125,-205.670355150615,-205.670355150615
20.9375,1.34375,15.375,-206.190073251715,-206.190073251715
20.3125,1.28125,15.625,-206.475303200233,-206.475303200233
20.3125,1.28125,15.875,-207.216635829334,-207.216635829334
20.9375,1.28125,15.625,-205.827164901558,-205.827164901558
20.9375,1.28125,15.875,-206.143927979932,-206.143927979932
20.9375,1.34375,15.625,-206.938903239211,-206.938903239211
20.9375,1.34375,15.875,-207.908002667419,-207.908002667419
20.9375,1.40625,15.125,-207.237292986217,-207.237292986217
21.5625,1.28125,15.125,-206.984536367219,-206.984536367219
21.5625,1.28125,15.375,-206.372361020079,-206.372361020079
21.5625,1.34375,15.125,-205.457726720653,-205.457726720653
21.5625,1.34375,15.375,-205.544955567054,-205.544955567054
22.1875,1.28125,15.375,-207.852626941015,-207.852626941015
22.1875,1.34375,15.125,-206.04348308172,-206.04348308172
22.1875,1.34375,15.375,-205.68600024193,-205.68600024193
21.5625,1.28125,15.625,-206.010614419124,-206.010614419124
21.5625,1.28125,15.875,-205.890533690735,-205.890533690735
21.5625,1.34375,15.625,-205.872813607992,-205.872813607992
21.5625,1.34375,15.875,-206.432323737489,-206.432323737489
22.1875,1.28125,15.625,-207.032158557091,-207.032158557091
22.1875,1.28125,15.875,-206.463958830263,-206.463958830263
22.1875,1.34375,15.625,-205.580410901465,-205.580410901465
22.1875,1.34375,15.875,-205.717605972093,-205.717605972093
21.5625,1.40625,15.125,-205.900689659089,-205.900689659089
21.5625,1.40625,15.375,-206.634297559661,-206.634297559661
21.5625,1.46875,15.125,-207.932074274451,-207.932074274451
22.1875,1.40625,15.125,-205.299728762753,-205.299728762753
22.1875,1.40625,15.375,-205.615044539628,-205.615044539628
22.1875,1.46875,15.125,-206.30796762437,-206.30796762437
22.1875,1.46875,15.375,-207.243734938386,-207.243734938386
21.5625,1.40625,15.625,-207.597549675821,-207.597549675821
22.1875,1.40625,15.625,-206.171778113041,-206.171778113041
22.1875,1.40625,15.875,-206.960604393638,-206.960604393638
22.8125,1.40625,14.375,-207.408415273351,-207.408415273351
22.8125,1.46875,14.125,-205.867981294982,-205.867981294982
22.8125,1.46875,14.375,-205.32829152753,-205.32829152753
23.4375,1.46875,14.125,-207.416039787081,-207.416039787081
23.4375,1.46875,14.375,-206.410506000546,-206.410506000546
22.8125,1.40625,14.625,-206.473849848306,-206.473849848306
22.8125,1.40625,14.875,-205.822667084926,-205.822667084926
22.8125,1.46875,14.625,-205.072675948874,-205.072675948874
22.8125,1.46875,14.875,-205.090002786166,-205.090002786166
23.4375,1.40625,14.625,-208.291614352712,-208.291614352712
23.4375,1.40625,14.875,-207.174859444025,-207.174859444025
23.4375,1.46875,14.625,-205.701416846938,-205.701416846938
23.4375,1.46875,14.875,-205.277480855129,-205.277480855129
24.0625,1.46875,14.375,-208.233265076861,-208.233265076861
24.0625,1.46875,14.625,-207.059387583537,-207.059387583537
24.0625,1.46875,14.875,-206.182630199602,-206.182630199602
24.6875,1.46875,14.875,-207.812083939018,-207.812083939018
22.8125,1.34375,15.125,-207.434070555114,-207.434070555114
22.8125,1.34375,15.375,-206.620601386743,-206.620601386743
22.8125,1.28125,15.875,-207.86954336115,-207.86954336115
22.8125,1.34375,15.625,-206.070042300166,-206.070042300166
22.8125,1.34375,15.875,-205.773153887135,-205.773153887135
23.4375,1.34375,15.625,-207.348047158992,-207.348047158992
23.4375,1.34375,15.875,-206.606212169773,-206.606212169773
22.8125,1.40625,15.125,-205.444356049227,-205.444356049227
22.8125,1.40625,15.375,-205.328778244318,-205.328778244318
22.8125,1.46875,15.125,-205.369537983059,-205.369537983059
22.8125,1.46875,15.375,-205.900921887992,-205.900921887992
23.4375,1.40625,15.125,-206.342540465339,-206.342540465339
23.4375,1.40625,15.375,-205.784375644335,-205.784375644335
23.4375,1.46875,15.125,-205.127811982455,-205.127811982455
23.4375,1.46875,15.375,-205.24190560182,-205.24190560182
22.8125,1.40625,15.625,-205.466145851821,-205.466145851821
22.8125,1.40625,15.875,-205.847001697438,-205.847001697438
22.8125,1.46875,15.625,-206.674147862733,-206.674147862733
22.8125,1.46875,15.875,-207.679542651488,-207.679542651488
23.4375,1.40625,15.625,-205.490441006329,-205.490441006329
23.4375,1.40625,15.875,-205.451149740354,-205.451149740354
23.4375,1.46875,15.625,-205.609616427216,-205.609616427216
23.4375,1.46875,15.875,-206.221138214644,-206.221138214644
24.0625,1.34375,15.875,-208.222148602281,-208.222148602281
24.0625,1.40625,15.125,-208.000443337005,-208.000443337005
24.0625,1.40625,15.375,-206.988858348093,-206.988858348093
24.0625,1.46875,15.125,-205.591956910936,-205.591956910936
24.0625,1.46875,15.375,-205.27672050811,-205.27672050811
24.6875,1.46875,15.125,-206.769428023766,-206.769428023766
24.6875,1.46875,15.375,-206.013647977194,-206.013647977194
24.0625,1.40625,15.625,-206.252550348456,-206.252550348456
24.0625,1.40625,15.875,-205.781804430034,-205.781804430034
24.0625,1.46875,15.625,-205.2266398686,-205.2266398686
24.0625,1.46875,15.875,-205.431779031747,-205.431779031747
24.6875,1.40625,15.625,-207.758618205313,-207.758618205313
24.6875,1.40625,15.875,-206.845934509079,-206.845934509079
24.6875,1.46875,15.625,-205.53432871771,-205.53432871771
24.6875,1.46875,15.875,-205.321406816124,-205.321406816124
20.3125,1.09375,16.875,-208.074260117671,-208.074260117671
20.3125,1.15625,16.125,-206.9940225086,-206.9940225086
20.3125,1.15625,16.375,-206.769271299,-206.769271299
20.3125,1.21875,16.125,-206.437657567754,-206.437657567754
20.3125,1.21875,16.375,-206.932921428834,-206.932921428834
20.9375,1.15625,16.375,-207.696488524562,-207.696488524562
20.9375,1.21875,16.125,-206.276726771804,-206.276726771804
20.9375,1.21875,16.375,-206.341256109891,-206.341256109891
20.3125,1.15625,16.625,-206.759952418542,-206.759952418542
20.3125,1.15625,16.875,-206.959024933917,-206.959024933917
20.3125,1.21875,16.625,-207.634505281471,-207.634505281471
20.9375,1.15625,16.625,-207.240317297793,-207.240317297793
20.9375,1.15625,16.875,-207.002053728474,-207.002053728474
20.9375,1.21875,16.625,-206.622297637365,-206.622297637365
20.9375,1.21875,16.875,-207.112497552804,-207.112497552804
21.5625,1.21875,16.125,-206.992463167987,-206.992463167987
21.5625,1.21875,16.375,-206.615068974627,-206.615068974627
22.1875,1.21875,16.375,-207.759283706624,-207.759283706624
21.5625,1.15625,16.875,-207.95943632212,-207.95943632212
21.5625,1.21875,16.625,-206.464130204427,-206.464130204427
21.5625,1.21875,16.875,-206.53218383127,-206.53218383127
22.1875,1.21875,16.625,-207.165918210968,-207.165918210968
22.1875,1.21875,16.875,-206.801139066182,-206.801139066182
20.3125,1.09375,17.125,-207.722312890545,-207.722312890545
20.3125,1.09375,17.375,-207.573603536055,-207.573603536055
20.3125,1.09375,17.625,-207.621925904775,-207.621925904775
20.3125,1.09375,17.875,-207.861266032953,-207.861266032953
20.9375,1.09375,17.625,-208.042283057301,-208.042283057301
20.9375,1.09375,17.875,-207.854921640124,-207.854921640124
20.3125,1.15625,17.125,-207.359673451759,-207.359673451759
20.3125,1.15625,17.375,-207.955296251052,-207.955296251052
20.9375,1.15625,17.125,-206.974776352332,-206.974776352332
20.9375,1.15625,17.375,-207.151782535267,-207.151782535267
20.9375,1.21875,17.125,-207.804733476995,-207.804733476995
20.9375,1.15625,17.625,-207.526577057219,-207.526577057219
20.9375,1.15625,17.875,-208.09286148045,-208.09286148045
21.5625,1.15625,17.125,-207.494021322488,-207.494021322488
21.5625,1.15625,17.375,-207.241960870732,-207.241960870732
21.5625,1.21875,17.125,-206.812003414139,-206.812003414139
21.5625,1.21875,17.375,-207.296586659835,-207.296586659835
22.1875,1.15625,17.375,-208.229520095981,-208.229520095981
22.1875,1.21875,17.125,-206.657616467756,-206.657616467756
22.1875,1.21875,17.375,-206.728249817569,-206.728249817569
21.5625,1.15625,17.625,-207.196663900725,-207.196663900725
21.5625,1.15625,17.875,-207.351740829482,-207.351740829482
21.5625,1.21875,17.625,-207.97914386618,-207.97914386618
22.1875,1.15625,17.625,-207.754424332184,-207.754424332184
22.1875,1.15625,17.875,-207.488358205514,-207.488358205514
22.1875,1.21875,17.625,-207.006155776429,-207.006155776429
22.1875,1.21875,17.875,-207.484657145683,-207.484657145683
20.3125,1.28125,16.125,-208.169461553031,-208.169461553031
20.9375,1.28125,16.125,-206.68316472122,-206.68316472122
20.9375,1.28125,16.375,-207.436810007627,-207.436810007627
21.5625,1.28125,16.125,-206.003652847021,-206.003652847021
21.5625,1.28125,16.375,-206.341786222942,-206.341786222942
21.5625,1.34375,16.125,-207.214807256417,-207.214807256417
21.5625,1.34375,16.375,-208.211867641207,-208.211867641207
22.1875,1.28125,16.125,-206.139436587253,-206.139436587253
22.1875,1.28125,16.375,-206.050287157541,-206.050287157541
22.1875,1.34375,16.125,-206.088780732414,-206.088780732414
22.1875,1.34375,16.375,-206.685418030557,-206.685418030557
21.5625,1.28125,16.625,-206.897013165891,-206.897013165891
21.5625,1.28125,16.875,-207.661663874052,-207.661663874052
22.1875,1.28125,16.625,-206.188476561575,-206.188476561575
22.1875,1.28125,16.875,-206.546226868436,-206.546226868436
22.1875,1.34375,16.625,-207.499272778307,-207.499272778307
22.1875,1.40625,16.125,-207.972504969903,-207.972504969903
22.1875,1.28125,17.125,-207.116002628398,-207.116002628398
22.1875,1.28125,17.375,-207.890498293457,-207.890498293457
22.8125,1.21875,17.125,-207.347156145625,-207.347156145625
22.8125,1.21875,17.375,-206.993625639436,-206.993625639436
23.4375,1.21875,17.375,-208.097084571605,-208.097084571605
22.8125,1.21875,17.625,-206.856436136353,-206.856436136353
22.8125,1.21875,17.875,-206.928821849104,-206.928821849104
23.4375,1.21875,17.625,-207.535252344193,-207.535252344193
23.4375,1.21875,17.875,-207.191753282862,-207.191753282862
24.0625,1.21875,17.875,-208.277563410748,-208.277563410748
22.8125,1.28125,16.125,-207.096801241381,-207.096801241381
22.8125,1.28125,16.375,-206.569550080463,-206.569550080463
22.8125,1.34375,16.125,-205.721007436313,-205.721007436313
22.8125,1.34375,16.375,-205.904967595833,-205.904967595833
23.4375,1.28125,16.375,-207.904741748087,-207.904741748087
23.4375,1.34375,16.125,-206.119642528645,-206.119642528645
23.4375,1.34375,16.375,-205.879586154516,-205.879586154516
22.8125,1.28125,16.625,-206.279643546203,-206.279643546203
22.8125,1.28125,16.875,-206.219196884799,-206.219196884799
22.8125,1.34375,16.625,-206.316676345966,-206.316676345966
22.8125,1.34375,16.875,-206.948038176494,-206.948038176494
23.4375,1.28125,16.625,-207.176582463985,-207.176582463985
23.4375,1.28125,16.875,-206.687550407788,-206.687550407788
23.4375,1.34375,16.625,-205.877573921617,-205.877573921617
23.4375,1.34375,16.875,-206.105404354842,-206.105404354842
22.8125,1.40625,16.125,-206.462200796857,-206.462200796857
22.8125,1.40625,16.375,-207.302893352927,-207.302893352927
23.4375,1.40625,16.125,-205.657233163842,-205.657233163842
23.4375,1.40625,16.375,-206.099723154886,-206.099723154886
23.4375,1.46875,16.125,-207.066985093503,-207.066985093503
23.4375,1.46875,16.375,-208.137974398366,-208.137974398366
23.4375,1.40625,16.625,-206.769935934448,-206.769935934448
23.4375,1.40625,16.875,-207.659457091794,-207.659457091794
24.0625,1.34375,16.125,-207.290913719258,-207.290913719258
24.0625,1.34375,16.375,-206.616367206584,-206.616367206584
24.6875,1.34375,16.375,-208.120600141992,-208.120600141992
24.0625,1.28125,16.875,-207.956282992374,-207.956282992374
24.0625,1.34375,16.625,-206.18992981004,-206.18992981004
24.0625,1.34375,16.875,-206.003295387699,-206.003295387699
24.6875,1.34375,16.625,-207.259856577413,-207.259856577413
24.6875,1.34375,16.875,-206.648652723919,-206.648652723919
24.0625,1.40625,16.125,-205.567230101304,-205.567230101304
24.0625,1.40625,16.375,-205.599743183774,-205.599743183774
24.0625,1.46875,16.125,-205.88252791835,-205.88252791835
24.0625,1.46875,16.375,-206.569584562973,-206.569584562973
24.6875,1.40625,16.125,-206.199989433412,-206.199989433412
24.6875,1.40625,16.375,-205.811584144997,-205.811584144997
24.6875,1.46875,16.125,-205.365150639689,-205.365150639689
24.6875,1.46875,16.375,-205.656142022495,-205.656142022495
24.0625,1.40625,16.625,-205.870549073868,-205.870549073868
24.0625,1.40625,16.875,-206.371127262641,-206.371127262641
24.0625,1.46875,16.625,-207.483938740457,-207.483938740457
24.6875,1.40625,16.625,-205.671814957248,-205.671814957248
24.6875,1.40625,16.875,-205.772057369083,-205.772057369083
24.6875,1.46875,16.625,-206.185259341836,-206.185259341836
24.6875,1.46875,16.875,-206.94366189227,-206.94366189227
22.8125,1.28125,17.125,-206.380572907474,-206.380572907474
22.8125,1.28125,17.375,-206.756368984101,-206.756368984101
22.8125,1.34375,17.125,-207.791206372449,-207.791206372449
23.4375,1.28125,17.125,-206.429907428108,-206.429907428108
23.4375,1.28125,17.375,-206.396154902644,-206.396154902644
23.4375,1.34375,17.125,-206.555129450602,-206.555129450602
23.4375,1.34375,17.375,-207.219041535141,-207.219041535141
22.8125,1.28125,17.625,-207.339404964416,-207.339404964416
22.8125,1.28125,17.875,-208.122711953246,-208.122711953246
23.4375,1.28125,17.625,-206.579021261827,-206.579021261827
23.4375,1.28125,17.875,-206.9714503842,-206.9714503842
23.4375,1.34375,17.625,-208.08966107905,-208.08966107905
24.0625,1.28125,17.125,-207.269862522157,-207.269862522157
24.0625,1.28125,17.375,-206.816579640911,-206.816579640911
24.0625,1.34375,17.125,-206.048416283809,-206.048416283809
24.0625,1.34375,17.375,-206.317489755794,-206.317489755794
24.6875,1.28125,17.375,-208.022470129029,-208.022470129029
24.6875,1.34375,17.125,-206.278842106162,-206.278842106162
24.6875,1.34375,17.375,-206.142528052759,-206.142528052759
24.0625,1.28125,17.625,-206.589071954612,-206.589071954612
24.0625,1.28125,17.875,-206.580197005231,-206.580197005231
24.0625,1.34375,17.625,-206.80294537363,-206.80294537363
24.0625,1.34375,17.875,-207.497433317169,-207.497433317169
24.6875,1.28125,17.625,-207.37520659988,-207.37520659988
24.6875,1.28125,17.875,-206.955430424219,-206.955430424219
24.6875,1.34375,17.625,-206.232050694413,-206.232050694413
24.6875,1.34375,17.875,-206.539974874588,-206.539974874588
24.0625,1.40625,17.125,-207.093217015752,-207.093217015752
24.0625,1.40625,17.375,-208.028804124303,-208.028804124303
24.6875,1.40625,17.125,-206.103951277666,-206.103951277666
24.6875,1.40625,17.375,-206.65938727567,-206.65938727567
24.6875,1.46875,17.125,-207.922775458978,-207.922775458978
24.6875,1.40625,17.625,-207.430493951124,-207.430493951124
20.3125,1.09375,18.125,-208.285792354119,-208.285792354119
20.9375,1.09375,18.125,-207.861204431795,-207.861204431795
20.9375,1.09375,18.375,-208.055387758366,-208.055387758366
21.5625,1.09375,18.375,-208.148961589608,-208.148961589608
21.5625,1.09375,18.625,-208.11412829182,-208.11412829182
21.5625,1.09375,18.875,-208.264196257746,-208.264196257746
21.5625,1.15625,18.125,-207.700993311038,-207.700993311038
21.5625,1.15625,18.375,-208.238404671635,-208.238404671635
22.1875,1.15625,18.125,-207.425036607464,-207.425036607464
22.1875,1.15625,18.375,-207.558360407365,-207.558360407365
22.1875,1.21875,18.125,-208.157272511678,-208.157272511678
22.1875,1.15625,18.625,-207.88240721915,-207.88240721915
22.8125,1.15625,18.125,-208.020900361886,-208.020900361886
22.8125,1.15625,18.375,-207.740683350048,-207.740683350048
22.8125,1.21875,18.125,-207.204217017857,-207.204217017857
22.8125,1.21875,18.375,-207.676245928798,-207.676245928798
23.4375,1.21875,18.125,-207.05993752277,-207.05993752277
23.4375,1.21875,18.375,-207.133349428169,-207.133349428169
22.8125,1.15625,18.625,-207.6593784749,-207.6593784749
22.8125,1.15625,18.875,-207.771156743615,-207.771156743615
23.4375,1.15625,18.625,-208.292894903821,-208.292894903821
23.4375,1.15625,18.875,-207.998435301415,-207.998435301415
23.4375,1.21875,18.625,-207.405717967319,-207.405717967319
23.4375,1.21875,18.875,-207.870947716284,-207.870947716284
24.0625,1.21875,18.125,-207.729400296843,-207.729400296843
24.0625,1.21875,18.375,-207.39484533172,-207.39484533172
24.0625,1.21875,18.625,-207.267551478092,-207.267551478092
24.0625,1.21875,18.875,-207.341351137869,-207.341351137869
24.6875,1.21875,18.625,-207.928893639896,-207.928893639896
24.6875,1.21875,18.875,-207.602308895664,-207.602308895664
22.8125,1.15625,19.125,-208.070352879515,-208.070352879515
23.4375,1.15625,19.125,-207.899226884948,-207.899226884948
23.4375,1.15625,19.375,-207.989692466475,-207.989692466475
23.4375,1.15625,19.625,-208.264406824246,-208.264406824246
24.0625,1.15625,19.375,-208.26116560729,-208.26116560729
24.0625,1.21875,19.125,-207.61024746266,-207.61024746266
24.0625,1.21875,19.375,-208.068406215391,-208.068406215391
24.6875,1.21875,19.125,-207.47877892661,-207.47877892661
24.6875,1.21875,19.375,-207.552404262027,-207.552404262027
24.0625,1.15625,19.625,-208.144165125121,-208.144165125121
24.0625,1.15625,19.875,-208.213570970698,-208.213570970698
24.6875,1.21875,19.625,-207.817443695124,-207.817443695124
24.6875,1.21875,19.875,-208.268306894946,-208.268306894946
23.4375,1.28125,18.125,-207.566590796197,-207.566590796197
24.0625,1.28125,18.125,-206.783021115394,-206.783021115394
24.0625,1.28125,18.375,-207.190808991287,-207.190808991287
