shape,rate,shift,llh.missing,llh.all
75.9375,3.53125,20.625,-205.081190487286,-205.081190487286
75.9375,3.53125,20.875,-204.63780689785,-204.63780689785
75.9375,3.59375,20.625,-204.616691125753,-204.616691125753
75.9375,3.59375,20.875,-204.68648448883,-204.68648448883
75.3125,3.65625,20.125,-204.696740525973,-204.696740525973
75.3125,3.65625,20.375,-204.777003447337,-204.777003447337
75.3125,3.71875,20.125,-204.950548662365,-204.950548662365
75.3125,3.71875,20.375,-205.502830526474,-205.502830526474
75.9375,3.65625,20.125,-204.829239291754,-204.829239291754
75.9375,3.65625,20.375,-204.663696003264,-204.663696003264
75.9375,3.71875,20.125,-204.760836784908,-204.760836784908
75.9375,3.71875,20.375,-205.080075114949,-205.080075114949
75.3125,3.65625,20.625,-205.215009902949,-205.215009902949
75.3125,3.65625,20.875,-205.993925929493,-205.993925929493
75.3125,3.71875,20.625,-206.396425351161,-206.396425351161
75.3125,3.71875,20.875,-207.614329360639,-207.614329360639
75.9375,3.65625,20.625,-204.865532919597,-204.865532919597
75.9375,3.65625,20.875,-205.417863877644,-205.417863877644
75.9375,3.71875,20.625,-205.750418101564,-205.750418101564
75.9375,3.71875,20.875,-206.754792339065,-206.754792339065
76.5625,3.53125,20.125,-208.180459372783,-208.180459372783
76.5625,3.53125,20.375,-206.680722811983,-206.680722811983
76.5625,3.59375,20.125,-206.253801236883,-206.253801236883
76.5625,3.59375,20.375,-205.310323006511,-205.310323006511
77.1875,3.53125,20.375,-207.639550357999,-207.639550357999
77.1875,3.59375,20.125,-207.094260517316,-207.094260517316
77.1875,3.59375,20.375,-205.88223972216,-205.88223972216
76.5625,3.53125,20.625,-205.588653775875,-205.588653775875
76.5625,3.53125,20.875,-204.887808453627,-204.887808453627
76.5625,3.59375,20.625,-204.75941963263,-204.75941963263
76.5625,3.59375,20.875,-204.584392413691,-204.584392413691
77.1875,3.53125,20.625,-206.275972140928,-206.275972140928
77.1875,3.53125,20.875,-205.312671531009,-205.312671531009
77.1875,3.59375,20.625,-205.072085633451,-205.072085633451
77.1875,3.59375,20.875,-204.647070607245,-204.647070607245
76.5625,3.65625,20.125,-205.129471800057,-205.129471800057
76.5625,3.65625,20.375,-204.712840462359,-204.712840462359
76.5625,3.71875,20.125,-204.729140502417,-204.729140502417
76.5625,3.71875,20.375,-204.809909684627,-204.809909684627
77.1875,3.65625,20.125,-205.600151934044,-205.600151934044
77.1875,3.65625,20.375,-204.927254989237,-204.927254989237
77.1875,3.71875,20.125,-204.858304520631,-204.858304520631
77.1875,3.71875,20.375,-204.695275726359,-204.695275726359
76.5625,3.65625,20.625,-204.6731553539,-204.6731553539
76.5625,3.65625,20.875,-204.993484667491,-204.993484667491
76.5625,3.71875,20.625,-205.25151632827,-205.25151632827
76.5625,3.71875,20.875,-206.036825510008,-206.036825510008
77.1875,3.65625,20.625,-204.640795881998,-204.640795881998
77.1875,3.65625,20.875,-204.723803045187,-204.723803045187
77.1875,3.71875,20.625,-204.902753278616,-204.902753278616
77.1875,3.71875,20.875,-205.463548163973,-205.463548163973
75.3125,3.53125,21.125,-204.725692461454,-204.725692461454
75.3125,3.53125,21.375,-205.232488282392,-205.232488282392
75.3125,3.59375,21.125,-205.600628607874,-205.600628607874
75.3125,3.59375,21.375,-206.575660891417,-206.575660891417
75.9375,3.53125,21.125,-204.560404150111,-204.560404150111
75.9375,3.53125,21.375,-204.833185485941,-204.833185485941
75.9375,3.59375,21.125,-205.106476585622,-205.106476585622
75.9375,3.59375,21.375,-205.860654555474,-205.860654555474
75.3125,3.53125,21.625,-206.064859438805,-206.064859438805
75.3125,3.53125,21.875,-207.207655563285,-207.207655563285
75.3125,3.59375,21.625,-207.859919630264,-207.859919630264
75.9375,3.53125,21.625,-205.440656428574,-205.440656428574
75.9375,3.53125,21.875,-206.367620784204,-206.367620784204
75.9375,3.59375,21.625,-206.93332603042,-206.93332603042
75.9375,3.59375,21.875,-208.309117316643,-208.309117316643
75.3125,3.65625,21.125,-207.09727158572,-207.09727158572
75.9375,3.65625,21.125,-206.30414989819,-206.30414989819
75.9375,3.65625,21.375,-207.50819654302,-207.50819654302
75.9375,3.71875,21.125,-208.076494805318,-208.076494805318
76.5625,3.53125,21.125,-204.562055354503,-204.562055354503
76.5625,3.53125,21.375,-204.595567433123,-204.595567433123
76.5625,3.59375,21.125,-204.768867119441,-204.768867119441
76.5625,3.59375,21.375,-205.296788207236,-205.296788207236
77.1875,3.53125,21.125,-204.733493729761,-204.733493729761
77.1875,3.53125,21.375,-204.522585723172,-204.522585723172
77.1875,3.59375,21.125,-204.590787951466,-204.590787951466
77.1875,3.59375,21.375,-204.887145258663,-204.887145258663
76.5625,3.53125,21.625,-204.972815753717,-204.972815753717
76.5625,3.53125,21.875,-205.678564646785,-205.678564646785
76.5625,3.59375,21.625,-206.152414623346,-206.152414623346
76.5625,3.59375,21.875,-207.320317122743,-207.320317122743
77.1875,3.53125,21.625,-204.664389118093,-204.664389118093
77.1875,3.53125,21.875,-205.143634466366,-205.143634466366
77.1875,3.59375,21.625,-205.520359329281,-205.520359329281
77.1875,3.59375,21.875,-206.474952626188,-206.474952626188
76.5625,3.65625,21.125,-205.657237693478,-205.657237693478
76.5625,3.65625,21.375,-206.648161269746,-206.648161269746
76.5625,3.71875,21.125,-207.149064718283,-207.149064718283
77.1875,3.65625,21.125,-205.159640668497,-205.159640668497
77.1875,3.65625,21.375,-205.932004235633,-205.932004235633
77.1875,3.71875,21.125,-206.360826556514,-206.360826556514
77.1875,3.71875,21.375,-207.578107639954,-207.578107639954
76.5625,3.65625,21.625,-207.950337815252,-207.950337815252
77.1875,3.65625,21.625,-207.024917669986,-207.024917669986
75.3125,3.78125,20.125,-205.800143525059,-205.800143525059
75.3125,3.78125,20.375,-206.794870766051,-206.794870766051
75.3125,3.84375,20.125,-207.178408733386,-207.178408733386
75.9375,3.78125,20.125,-205.315448363608,-205.315448363608
75.9375,3.78125,20.375,-206.089985814857,-206.089985814857
75.9375,3.84375,20.125,-206.424890523338,-206.424890523338
75.9375,3.84375,20.375,-207.625511826394,-207.625511826394
75.3125,3.78125,20.625,-208.114132391267,-208.114132391267
75.9375,3.78125,20.625,-207.198970992923,-207.198970992923
75.9375,3.90625,20.125,-208.025407261626,-208.025407261626
76.5625,3.78125,20.125,-204.97910646753,-204.97910646753
76.5625,3.78125,20.375,-205.527909705358,-205.527909705358
76.5625,3.84375,20.125,-205.810162284275,-205.810162284275
76.5625,3.84375,20.375,-206.797838926955,-206.797838926955
77.1875,3.78125,20.125,-204.794074466554,-204.794074466554
77.1875,3.78125,20.375,-205.11168637367,-205.11168637367
77.1875,3.84375,20.125,-205.337271551441,-205.337271551441
77.1875,3.84375,20.375,-206.106444507572,-206.106444507572
76.5625,3.78125,20.625,-206.421029484711,-206.421029484711
76.5625,3.78125,20.875,-207.641165925253,-207.641165925253
76.5625,3.84375,20.625,-208.11297801024,-208.11297801024
77.1875,3.78125,20.625,-205.783432841463,-205.783432841463
77.1875,3.78125,20.875,-206.79194206176,-206.79194206176
77.1875,3.84375,20.625,-207.21301367362,-207.21301367362
76.5625,3.90625,20.125,-207.157481374911,-207.157481374911
77.1875,3.90625,20.125,-206.422041738112,-206.422041738112
77.1875,3.90625,20.375,-207.61397231879,-207.61397231879
77.1875,3.96875,20.125,-207.986767577547,-207.986767577547
77.1875,3.78125,21.125,-208.120221549303,-208.120221549303
77.8125,3.59375,20.125,-208.117219828048,-208.117219828048
77.8125,3.59375,20.375,-206.631759169503,-206.631759169503
78.4375,3.59375,20.375,-207.561357739578,-207.561357739578
77.8125,3.53125,20.625,-207.145673377146,-207.145673377146
77.8125,3.53125,20.875,-205.915033840647,-205.915033840647
77.8125,3.59375,20.625,-205.557372786487,-205.557372786487
77.8125,3.59375,20.875,-204.877307882731,-204.877307882731
78.4375,3.53125,20.625,-208.200183736306,-208.200183736306
78.4375,3.53125,20.875,-206.697431377552,-206.697431377552
78.4375,3.59375,20.625,-206.217865529027,-206.217865529027
78.4375,3.59375,20.875,-205.277794576941,-205.277794576941
77.8125,3.65625,20.125,-206.243895691236,-206.243895691236
77.8125,3.65625,20.375,-205.309660928958,-205.309660928958
77.8125,3.71875,20.125,-205.151080018449,-205.151080018449
77.8125,3.71875,20.375,-204.739023257214,-204.739023257214
78.4375,3.65625,20.125,-207.06322194407,-207.06322194407
78.4375,3.65625,20.375,-205.862683158789,-205.862683158789
78.4375,3.71875,20.125,-205.610124661503,-205.610124661503
78.4375,3.71875,20.375,-204.943910386796,-204.943910386796
77.8125,3.65625,20.625,-204.771277981311,-204.771277981311
77.8125,3.65625,20.875,-204.611740753621,-204.611740753621
77.8125,3.71875,20.625,-204.707073363704,-204.707073363704
77.8125,3.71875,20.875,-205.037993985611,-205.037993985611
78.4375,3.65625,20.625,-205.067329845693,-205.067329845693
78.4375,3.65625,20.875,-204.660125986909,-204.660125986909
78.4375,3.71875,20.625,-204.667331257989,-204.667331257989
78.4375,3.71875,20.875,-204.76310967162,-204.76310967162
79.0625,3.53125,20.875,-207.662299760476,-207.662299760476
79.0625,3.59375,20.625,-207.056050065289,-207.056050065289
79.0625,3.59375,20.875,-205.851123149414,-205.851123149414
79.6875,3.59375,20.625,-208.074315602111,-208.074315602111
79.6875,3.59375,20.875,-206.599789061313,-206.599789061313
79.0625,3.65625,20.125,-208.060553463773,-208.060553463773
79.0625,3.65625,20.375,-206.588850733347,-206.588850733347
79.0625,3.71875,20.125,-206.238002920127,-206.238002920127
79.0625,3.71875,20.375,-205.312603212456,-205.312603212456
79.6875,3.65625,20.375,-207.490597796027,-207.490597796027
79.6875,3.71875,20.125,-207.037186667194,-207.037186667194
79.6875,3.71875,20.375,-205.847676020401,-205.847676020401
79.0625,3.65625,20.625,-205.531584621873,-205.531584621873
79.0625,3.65625,20.875,-204.871693191513,-204.871693191513
79.0625,3.71875,20.625,-204.786291349302,-204.786291349302
79.0625,3.71875,20.875,-204.641753917354,-204.641753917354
79.6875,3.65625,20.625,-206.166580941327,-206.166580941327
79.6875,3.65625,20.875,-205.249083189708,-205.249083189708
79.6875,3.71875,20.625,-205.066627518229,-205.066627518229
79.6875,3.71875,20.875,-204.676696753275,-204.676696753275
77.8125,3.53125,21.125,-205.077464823128,-205.077464823128
77.8125,3.53125,21.375,-204.617091072587,-204.617091072587
77.8125,3.59375,21.125,-204.575129778657,-204.575129778657
77.8125,3.59375,21.375,-204.634714376856,-204.634714376856
78.4375,3.53125,21.125,-205.59661276139,-205.59661276139
78.4375,3.53125,21.375,-204.881833573291,-204.881833573291
78.4375,3.59375,21.125,-204.724686095307,-204.724686095307
78.4375,3.59375,21.375,-204.542388853414,-204.542388853414
77.8125,3.53125,21.625,-204.518329127358,-204.518329127358
77.8125,3.53125,21.875,-204.765880825339,-204.765880825339
77.8125,3.59375,21.625,-205.040242217074,-205.040242217074
77.8125,3.59375,21.875,-205.776194068264,-205.776194068264
78.4375,3.53125,21.625,-204.537489088362,-204.537489088362
78.4375,3.53125,21.875,-204.548256887938,-204.548256887938
78.4375,3.59375,21.625,-204.715052379823,-204.715052379823
78.4375,3.59375,21.875,-205.22712170073,-205.22712170073
77.8125,3.65625,21.125,-204.814374301349,-204.814374301349
77.8125,3.65625,21.375,-205.362829455406,-205.362829455406
77.8125,3.71875,21.125,-205.714897484064,-205.714897484064
77.8125,3.71875,21.375,-206.721241840209,-206.721241840209
78.4375,3.65625,21.125,-204.624362825333,-204.624362825333
78.4375,3.65625,21.375,-204.943652585258,-204.943652585258
78.4375,3.71875,21.125,-205.214311010677,-205.214311010677
78.4375,3.71875,21.375,-206.004339626115,-206.004339626115
77.8125,3.65625,21.625,-206.241079073271,-206.241079073271
77.8125,3.65625,21.875,-207.433415842224,-207.433415842224
77.8125,3.71875,21.625,-208.04082917436,-208.04082917436
78.4375,3.65625,21.625,-205.601923828881,-205.601923828881
78.4375,3.65625,21.875,-206.583418382571,-206.583418382571
78.4375,3.71875,21.625,-207.116936461078,-207.116936461078
79.0625,3.53125,21.125,-206.293481227648,-206.293481227648
79.0625,3.53125,21.375,-205.319463272656,-205.319463272656
79.0625,3.59375,21.125,-205.042153372906,-205.042153372906
79.0625,3.59375,21.375,-204.612966337573,-204.612966337573
79.6875,3.53125,21.125,-207.170514696378,-207.170514696378
79.6875,3.53125,21.375,-205.932531045024,-205.932531045024
79.6875,3.59375,21.125,-205.530131549927,-205.530131549927
79.6875,3.59375,21.375,-204.849148907356,-204.849148907356
79.0625,3.53125,21.625,-204.724623160852,-204.724623160852
79.0625,3.53125,21.875,-204.493618095192,-204.493618095192
79.0625,3.59375,21.625,-204.547685197657,-204.547685197657
79.0625,3.59375,21.875,-204.830724558803,-204.830724558803
79.6875,3.53125,21.625,-205.082386832303,-205.082386832303
79.6875,3.53125,21.875,-204.604722212495,-204.604722212495
79.6875,3.59375,21.625,-204.540941963973,-204.540941963973
79.6875,3.59375,21.875,-204.589899619955,-204.589899619955
79.0625,3.65625,21.125,-204.592438571862,-204.592438571862
79.0625,3.65625,21.375,-204.677399788943,-204.677399788943
79.0625,3.71875,21.125,-204.862015501239,-204.862015501239
79.0625,3.71875,21.375,-205.430433737212,-205.430433737212
79.6875,3.65625,21.125,-204.721341660068,-204.721341660068
79.6875,3.65625,21.375,-204.5669069718,-204.5669069718
79.6875,3.71875,21.125,-204.660873052293,-204.660873052293
79.6875,3.71875,21.375,-205.002473605727,-205.002473605727
79.0625,3.65625,21.625,-205.110467233204,-205.110467233204
79.0625,3.65625,21.875,-205.875838707747,-205.875838707747
79.0625,3.71875,21.625,-206.330696031875,-206.330696031875
79.0625,3.71875,21.875,-207.546817864522,-207.546817864522
79.6875,3.65625,21.625,-204.769636836199,-204.769636836199
79.6875,3.65625,21.875,-205.31369123171,-205.31369123171
79.6875,3.71875,21.625,-205.685139277016,-205.685139277016
79.6875,3.71875,21.875,-206.692832018309,-206.692832018309
77.8125,3.78125,20.125,-204.763221328662,-204.763221328662
77.8125,3.78125,20.375,-204.84427513746,-204.84427513746
77.8125,3.84375,20.125,-205.009185443105,-205.009185443105
77.8125,3.84375,20.375,-205.554375701768,-205.554375701768
78.4375,3.78125,20.125,-204.889327608732,-204.889327608732
78.4375,3.78125,20.375,-204.728549477114,-204.728549477114
78.4375,3.84375,20.125,-204.82878916131,-204.82878916131
78.4375,3.84375,20.375,-205.144601250295,-205.144601250295
77.8125,3.78125,20.625,-205.289225053541,-205.289225053541
77.8125,3.78125,20.875,-206.08063561643,-206.08063561643
77.8125,3.84375,20.625,-206.446853852803,-206.446853852803
77.8125,3.84375,20.875,-207.66902446786,-207.66902446786
78.4375,3.78125,20.625,-204.941367430232,-204.941367430232
78.4375,3.78125,20.875,-205.510289960192,-205.510289960192
78.4375,3.84375,20.625,-205.817544541741,-205.817544541741
78.4375,3.84375,20.875,-206.829949333278,-206.829949333278
77.8125,3.90625,20.125,-205.822132216436,-205.822132216436
77.8125,3.90625,20.375,-206.802701107834,-206.802701107834
77.8125,3.96875,20.125,-207.139413063764,-207.139413063764
78.4375,3.90625,20.125,-205.360722492503,-205.360722492503
78.4375,3.90625,20.375,-206.124438418938,-206.124438418938
78.4375,3.96875,20.125,-206.421489033518,-206.421489033518
78.4375,3.96875,20.375,-207.604707039359,-207.604707039359
77.8125,3.90625,20.625,-208.113630994835,-208.113630994835
78.4375,3.90625,20.625,-207.228468628173,-207.228468628173
79.0625,3.78125,20.125,-205.175085028943,-205.175085028943
79.0625,3.78125,20.375,-204.767296166561,-204.767296166561
79.0625,3.84375,20.125,-204.798884837807,-204.798884837807
79.0625,3.84375,20.375,-204.880009888242,-204.880009888242
79.6875,3.78125,20.125,-205.623096370842,-205.623096370842
79.6875,3.78125,20.375,-204.963214735727,-204.963214735727
79.6875,3.84375,20.125,-204.922190709945,-204.922190709945
79.6875,3.84375,20.375,-204.763409075495,-204.763409075495
79.0625,3.78125,20.625,-204.742737267267,-204.742737267267
79.0625,3.78125,20.875,-205.083867715827,-205.083867715827
79.0625,3.84375,20.625,-205.328055361938,-205.328055361938
79.0625,3.84375,20.875,-206.125285713564,-206.125285713564
79.6875,3.78125,20.625,-204.696126862772,-204.696126862772
79.6875,3.78125,20.875,-204.804249314942,-204.804249314942
79.6875,3.84375,20.625,-204.981277839254,-204.981277839254
79.6875,3.84375,20.875,-205.55800338777,-205.55800338777
79.0625,3.90625,20.125,-205.040706211602,-205.040706211602
79.0625,3.90625,20.375,-205.582154320802,-205.582154320802
79.0625,3.96875,20.125,-205.835960162757,-205.835960162757
79.0625,3.96875,20.375,-206.809366651032,-206.809366651032
79.6875,3.90625,20.125,-204.864899462428,-204.864899462428
79.6875,3.90625,20.375,-205.178744839387,-205.178744839387
79.6875,3.96875,20.125,-205.385721042744,-205.385721042744
79.6875,3.96875,20.375,-206.143891102892,-206.143891102892
79.0625,3.90625,20.625,-206.473830303769,-206.473830303769
79.0625,3.90625,20.875,-207.697843760943,-207.697843760943
79.0625,3.96875,20.625,-208.116003959877,-208.116003959877
79.6875,3.90625,20.625,-205.852685688238,-205.852685688238
79.6875,3.90625,20.875,-206.8687549446,-206.8687549446
79.6875,3.96875,20.625,-207.245263909147,-207.245263909147
77.8125,3.78125,21.125,-207.201442338327,-207.201442338327
78.4375,3.78125,21.125,-206.418188923342,-206.418188923342
78.4375,3.78125,21.375,-207.648297840839,-207.648297840839
78.4375,3.84375,21.125,-208.164534351375,-208.164534351375
79.0625,3.78125,21.125,-205.773503400157,-205.773503400157
79.0625,3.78125,21.375,-206.794814089553,-206.794814089553
79.0625,3.84375,21.125,-207.254345101427,-207.254345101427
79.6875,3.78125,21.125,-205.270349044413,-205.270349044413
79.6875,3.78125,21.375,-206.077539835208,-206.077539835208
79.6875,3.84375,21.125,-206.476163821124,-206.476163821124
79.6875,3.84375,21.375,-207.718707744508,-207.718707744508
79.0625,3.78125,21.625,-208.131322452574,-208.131322452574
